Date,Order,Item Purchased,Sales,Review Rating,Shipping Type,Discount Applied,Promo Code Used
2023-01-10,19-11026-86167,Blouse,2,4.1,2-Day Shipping,Yes,Yes
2023-01-10,11-11026-26826,Dress,3,3.8,Standard,Yes,Yes
2023-01-10,3176393596,Shirt,3,4,Standard,Yes,Yes
2023-01-10,3175929230,Shirt,1,3.6,Express,Yes,Yes
2023-01-10,04-11035-88162,Blouse,5,3,Store Pickup,Yes,Yes
2023-01-10,09-11030-19572,Blouse,3,3,Standard,Yes,Yes
2023-01-10,3175999102,Shirt,5,2.6,Free Shipping,Yes,Yes
2023-01-10,24-11034-40241,Blouse,2,3.4,Free Shipping,Yes,Yes
2023-01-10,3176305120,Shirt,5,3.1,Free Shipping,Yes,Yes
2023-01-10,10-11029-80846,Blouse,3,3,Free Shipping,Yes,Yes
2023-01-10,04-11031-32568,Dress,3,3.7,Standard,Yes,Yes
2023-01-10,12-11025-96958,Blouse,3,3.5,Store Pickup,Yes,Yes
2023-01-10,3175955192,Shirt,2,2.8,Store Pickup,Yes,Yes
2023-01-10,3164823101,Skirt,4,4.5,Standard,Yes,Yes
2023-01-10,16-11027-12242,Blouse,5,3.3,Store Pickup,Yes,Yes
2023-01-10,3176208852,Shirt,4,3.4,Express,Yes,Yes
2023-01-10,3167625913,Shirt,3,3.2,2-Day Shipping,Yes,Yes
2023-01-10,05-11037-51846,Blouse,5,3.7,Standard,Yes,Yes
2023-01-10,3167410841,Shirt,4,4.6,Express,Yes,Yes
2023-01-10,13-11031-96212,Blouse,3,5,Store Pickup,Yes,Yes
2023-01-10,23-11021-99459,Blouse,5,4.4,Standard,Yes,Yes
2023-01-10,27-11019-46614,Blouse,5,4.9,Express,Yes,Yes
2023-01-10,06-11034-18170,Blouse,1,4.1,Standard,Yes,Yes
2023-01-10,19-11025-82022,Blouse,4,4.9,Next Day Air,Yes,Yes
2023-01-10,23-11003-62063,Blouse,5,4.7,2-Day Shipping,Yes,Yes
2023-01-10,114-4348031-8927452,Skirt,4,3,Store Pickup,Yes,Yes
2023-01-10,21-11020-83750,Blouse,5,3.4,Store Pickup,Yes,Yes
2023-01-10,01-11039-04968,Blouse,1,3.2,Store Pickup,Yes,Yes
2023-01-10,20-11024-00593,Blouse,5,2.9,Standard,Yes,Yes
2023-01-10,3175673482,Shirt,1,4.5,2-Day Shipping,Yes,Yes
2023-01-10,3176423450,Shirt,5,2.7,Next Day Air,Yes,Yes
2023-01-10,3176128624,Shirt,4,3.4,Express,Yes,Yes
2023-01-10,17-11027-65290,Blouse,3,4.6,Store Pickup,Yes,Yes
2023-01-10,01-11037-58151,Blouse,1,2.7,Store Pickup,Yes,Yes
2023-01-10,04-11031-73949,Dress,4,4.2,Standard,Yes,Yes
2023-01-10,3175372814,Skirt,4,3.2,2-Day Shipping,Yes,Yes
2023-01-11,04-11039-49349,Blouse,3,4.8,Standard,Yes,Yes
2023-01-11,15-11029-63381,Blouse,2,3.3,Next Day Air,Yes,Yes
2023-01-11,26-11024-09604,Blouse,2,4.2,Standard,Yes,Yes
2023-01-11,10-11037-15260,Blouse,4,4.8,Store Pickup,Yes,Yes
2023-01-11,23-11022-06782,Blouse,2,4.9,Store Pickup,Yes,Yes
2023-01-11,19-11029-02199,Blouse,5,3.9,Standard,Yes,Yes
2023-01-11,26-11024-66081,Blouse,5,3,Free Shipping,Yes,Yes
2023-01-11,3168533987,Shirt,3,4.6,Free Shipping,Yes,Yes
2023-01-11,3168267551,Shirt,4,3.5,2-Day Shipping,Yes,Yes
2023-01-11,17-11032-83171,Blouse,4,4.8,Free Shipping,Yes,Yes
2023-01-11,26-11024-09605,Blouse,1,4.8,Standard,Yes,Yes
2023-01-11,25-11024-31328,Blouse,4,3,Express,Yes,Yes
2023-01-11,07-11038-69582,Blouse,4,4.5,Next Day Air,Yes,Yes
2023-01-11,09-11036-64650,Blouse,2,4.8,Store Pickup,Yes,Yes
2023-01-11,15-11033-44441,Blouse,3,3.8,Standard,Yes,Yes
2023-01-11,3177174390,Shirt,2,4.6,Express,Yes,Yes
2023-01-11,10-11033-98966,Blouse,3,3.1,Next Day Air,Yes,Yes
2023-01-11,03-11041-86255,Blouse,5,3.4,Express,Yes,Yes
2023-01-11,03-11041-86254,Blouse,3,3.3,2-Day Shipping,Yes,Yes
2023-01-11,22-11027-89434,Blouse,3,4.8,2-Day Shipping,Yes,Yes
2023-01-11,22-11027-43276,Blouse,3,2.8,Express,Yes,Yes
2023-01-11,04-11042-17470,Blouse,1,3.1,Store Pickup,Yes,Yes
2023-01-11,05-11037-09654,Blouse,1,4.6,Free Shipping,Yes,Yes
2023-01-11,26-11024-56982,Blouse,3,2.6,Store Pickup,Yes,Yes
2023-01-11,16-11030-76542,Blouse,2,2.6,Express,Yes,Yes
2023-01-11,17-11033-31793,Blouse,2,3.8,Free Shipping,Yes,Yes
2023-01-11,3176927080,Shirt,4,4.5,Free Shipping,Yes,Yes
2023-01-11,09-11030-70060,Blouse,4,3,Standard,Yes,Yes
2023-01-11,11-11033-97585,Blouse,4,3.5,Free Shipping,Yes,Yes
2023-01-11,10-11035-40815,Blouse,2,3.8,Free Shipping,Yes,Yes
2023-01-11,02-11043-88548,Dress,2,3.5,Standard,Yes,Yes
2023-01-11,12-11033-83762,Blouse,3,3.1,Store Pickup,Yes,Yes
2023-01-11,05-11028-59295,Dress,3,3,Store Pickup,Yes,Yes
2023-01-11,3168742453,Shirt,1,4.3,Standard,Yes,Yes
2023-01-11,18-11030-78276,Blouse,4,3.3,Store Pickup,Yes,Yes
2023-01-11,26-11019-19673,Blouse,3,4.7,Express,Yes,Yes
2023-01-11,22-11029-22223,Blouse,1,4.5,Store Pickup,Yes,Yes
2023-01-11,25-11024-84215,Blouse,3,2.9,Free Shipping,Yes,Yes
2023-01-11,24-11040-59834,Blouse,2,4.1,2-Day Shipping,Yes,Yes
2023-01-11,25-11026-65591,Blouse,3,3.5,Store Pickup,Yes,Yes
2023-01-11,20-11030-70947,Blouse,4,3.4,Store Pickup,Yes,Yes
2023-01-11,3168497689,Shirt,1,3.3,Free Shipping,Yes,Yes
2023-01-11,02-11043-60240,Blouse,2,3.2,Store Pickup,Yes,Yes
2023-01-11,15-11032-86772,Blouse,2,4,Store Pickup,Yes,Yes
2023-01-12,3178203072,Shirt,5,3.6,Next Day Air,Yes,Yes
2023-01-12,14-11039-41363,Blouse,3,4.6,Free Shipping,Yes,Yes
2023-01-12,12-11040-73994,Blouse,3,2.6,Next Day Air,Yes,Yes
2023-01-12,08-11036-03124,Blouse,4,4.3,Express,Yes,Yes
2023-01-12,19-11035-51087,Blouse,3,3.4,Free Shipping,Yes,Yes
2023-01-12,11-11036-90479,Blouse,4,3.5,Store Pickup,Yes,Yes
2023-01-12,3169885989,Dress,1,4.2,Standard,Yes,Yes
2023-01-12,26-11025-64381,Blouse,3,3.5,Store Pickup,Yes,Yes
2023-01-12,12-11036-92915,Blouse,3,3.6,Free Shipping,Yes,Yes
2023-01-12,3170032771,Shirt,5,4.3,Store Pickup,Yes,Yes
2023-01-12,3169938039,Shirt,1,4.9,Standard,Yes,Yes
2023-01-12,114-2957555-4121015,Skirt,3,4.1,Store Pickup,Yes,Yes
2023-01-12,3177688736,Shirt,2,3.6,Standard,Yes,Yes
2023-01-12,3164154436-resend,Shirt,4,3.4,Next Day Air,Yes,Yes
2023-01-12,3169972541,Shirt,3,2.9,2-Day Shipping,Yes,Yes
2023-01-12,12-11034-94243,Blouse,2,2.7,Store Pickup,Yes,Yes
2023-01-12,3177207258,Skirt,5,4.3,Express,Yes,Yes
2023-01-13,17-11039-52872,Dress,3,3.3,Express,Yes,Yes
2023-01-13,18-11036-45546,Blouse,5,2.8,Next Day Air,Yes,Yes
2023-01-13,09-11044-64466,Blouse,4,3.2,Next Day Air,Yes,Yes
2023-01-13,3179172694,Shirt,1,3.6,Store Pickup,Yes,Yes
2023-01-13,18-11040-13830,Blouse,2,4,2-Day Shipping,Yes,Yes
2023-01-13,18-11035-75794,Blouse,5,4.9,Next Day Air,Yes,Yes
2023-01-13,01-11050-18270,Blouse,3,4,2-Day Shipping,Yes,Yes
2023-01-13,26-11032-52299,Blouse,1,3.8,Standard,Yes,Yes
2023-01-13,25-11033-99639,Blouse,3,3.7,Store Pickup,Yes,Yes
2023-01-13,06-11045-33960,Blouse,4,3.9,Express,Yes,Yes
2023-01-13,03-11046-06658,Blouse,2,3.3,Express,Yes,Yes
2023-01-13,09-11040-05949,Blouse,4,2.7,Standard,Yes,Yes
2023-01-13,15-11042-20059,Blouse,2,4.7,Next Day Air,Yes,Yes
2023-01-13,24-11043-78790,Blouse,5,2.8,Next Day Air,Yes,Yes
2023-01-13,27-11031-77088,Blouse,4,4.6,Free Shipping,Yes,Yes
2023-01-13,3178983082,Shirt,5,4.5,2-Day Shipping,Yes,Yes
2023-01-13,07-11045-80910,Blouse,1,5,Free Shipping,Yes,Yes
2023-01-13,3170857377,Shirt,2,4.1,2-Day Shipping,Yes,Yes
2023-01-13,21-11035-13942,Blouse,5,4.6,Express,Yes,Yes
2023-01-13,20-11038-33819,Blouse,5,4.9,2-Day Shipping,Yes,Yes
2023-01-13,19-11034-03256,Blouse,5,3.9,Free Shipping,Yes,Yes
2023-01-13,13-11039-68954,Blouse,4,3.9,Store Pickup,Yes,Yes
2023-01-13,19-11033-69668,Blouse,1,2.6,2-Day Shipping,Yes,Yes
2023-01-13,13-11043-89198,Blouse,4,2.7,Free Shipping,Yes,Yes
2023-01-13,22-11030-00543,Blouse,5,3.5,Free Shipping,Yes,Yes
2023-01-13,14-11039-41362,Blouse,4,3.7,Free Shipping,Yes,Yes
2023-01-13,18-11033-14445,Blouse,3,3.2,Free Shipping,Yes,Yes
2023-01-13,24-11047-98615,Blouse,5,3.3,Store Pickup,Yes,Yes
2023-01-13,09-11040-00396,Blouse,2,4.8,Standard,Yes,Yes
2023-01-13,27-11031-97184,Dress,1,3.2,2-Day Shipping,Yes,Yes
2023-01-13,07-11044-73602,Blouse,3,2.5,2-Day Shipping,Yes,Yes
2023-01-13,16-11040-07649,Blouse,4,3.9,Store Pickup,Yes,Yes
2023-01-13,02-11048-25800,Blouse,5,4.7,Free Shipping,Yes,Yes
2023-01-13,3179465058,Shirt,4,2.6,Next Day Air,Yes,Yes
2023-01-13,3178775004,Shirt,1,2.8,Store Pickup,Yes,Yes
2023-01-13,02-11049-68717,Blouse,5,4.4,Store Pickup,Yes,Yes
2023-01-13,20-11036-99546,Blouse,4,4.6,Standard,Yes,Yes
2023-01-14,576568916591808512,Skirt,5,3.2,Standard,Yes,Yes
2023-01-14,576569005045092432,Skirt,2,4.2,2-Day Shipping,Yes,Yes
2023-01-15,26-11035-82042,Blouse,2,3.7,2-Day Shipping,Yes,Yes
2023-01-15,04-11045-41250,Blouse,4,3.9,Standard,Yes,Yes
2023-01-15,thong42,Skirt,3,4.7,Store Pickup,Yes,Yes
2023-01-15,12-11040-94781,Blouse,3,4.5,Express,Yes,Yes
2023-01-15,3180960094,Shirt,4,3.3,Free Shipping,Yes,Yes
2023-01-15,02-11047-71715,Blouse,3,3.3,Express,Yes,Yes
2023-01-15,23-11042-20203,Blouse,3,4.6,Free Shipping,Yes,Yes
2023-01-15,27-11036-49807,Blouse,1,3.6,Free Shipping,Yes,Yes
2023-01-15,21-11039-81840,Blouse,2,4.8,Express,Yes,Yes
2023-01-15,3171555921,Shirt,4,4.8,Next Day Air,Yes,Yes
2023-01-15,10-11053-75051,Blouse,5,2.9,Next Day Air,Yes,Yes
2023-01-15,05-11054-00157,Blouse,2,2.8,Express,Yes,Yes
2023-01-15,3171983553,Shirt,2,3.2,Next Day Air,Yes,Yes
2023-01-15,3173062987,Shirt,4,3.9,Free Shipping,Yes,Yes
2023-01-15,16-11044-91313,Blouse,2,4.3,Express,Yes,Yes
2023-01-15,26-11042-49871,Blouse,2,2.7,2-Day Shipping,Yes,Yes
2023-01-15,08-11050-39286,Blouse,5,5,Store Pickup,Yes,Yes
2023-01-15,3179758880,Shirt,4,3.7,Store Pickup,Yes,Yes
2023-01-15,26-11033-44137,Blouse,5,3.9,Free Shipping,Yes,Yes
2023-01-15,18-11047-15091,Blouse,3,3.9,2-Day Shipping,Yes,Yes
2023-01-15,12-11050-47384,Blouse,3,3.1,Free Shipping,Yes,Yes
2023-01-15,13-11045-01434,Blouse,2,3.3,Next Day Air,Yes,Yes
2023-01-15,02-11054-36296,Blouse,3,3.6,Store Pickup,Yes,Yes
2023-01-15,11-11049-06700,Blouse,2,4.3,Standard,Yes,Yes
2023-01-15,02-11046-50413,Blouse,4,4.5,Next Day Air,Yes,Yes
2023-01-15,15-11036-33779,Blouse,2,2.8,2-Day Shipping,Yes,Yes
2023-01-15,3172342361,Shirt,5,2.7,Free Shipping,Yes,Yes
2023-01-15,21-11037-93870,Blouse,4,2.9,Next Day Air,Yes,Yes
2023-01-15,26-11036-33043,Blouse,5,4.4,2-Day Shipping,Yes,Yes
2023-01-15,24-11054-41367,Blouse,1,3.9,Free Shipping,Yes,Yes
2023-01-15,19-11040-92861,Blouse,3,3.5,Standard,Yes,Yes
2023-01-15,02-11060-13137,Blouse,4,2.5,Store Pickup,Yes,Yes
2023-01-15,12-11039-82600,Blouse,5,4.9,Express,Yes,Yes
2023-01-15,TT-006-576569509287202829,Skirt,2,4.8,Free Shipping,Yes,Yes
2023-01-15,02-11058-09087,Dress,3,3.2,Next Day Air,Yes,Yes
2023-01-15,15-11049-22756,Blouse,2,4.9,Standard,Yes,Yes
2023-01-15,13-11052-26037,Blouse,5,4.3,Next Day Air,Yes,Yes
2023-01-15,25-11036-72544,Blouse,2,3.2,Express,Yes,Yes
2023-01-15,07-11052-22805,Blouse,4,3.7,Standard,Yes,Yes
2023-01-15,06-11054-50928,Blouse,3,3.2,Store Pickup,Yes,Yes
2023-01-15,09-11051-77030,Blouse,3,3.4,Next Day Air,Yes,Yes
2023-01-15,23-11042-24203,Blouse,5,4.1,Express,Yes,Yes
2023-01-15,17-11048-14797,Blouse,2,4.5,Next Day Air,Yes,Yes
2023-01-15,113-0760196-9002649,Skirt,4,4.5,Next Day Air,Yes,Yes
2023-01-15,26-11034-79007,Blouse,3,3.2,Free Shipping,Yes,Yes
2023-01-15,22-11037-95515,Blouse,1,4.4,Store Pickup,Yes,Yes
2023-01-15,05-11052-17675,Blouse,3,3,Store Pickup,Yes,Yes
2023-01-15,21-11037-97507,Blouse,4,3.2,Free Shipping,Yes,Yes
2023-01-15,22-11045-12052,Dress,4,4,Store Pickup,Yes,Yes
2023-01-15,18-11047-77260,Blouse,4,3.1,Next Day Air,Yes,Yes
2023-01-15,24-11054-23467,Blouse,3,2.8,Next Day Air,Yes,Yes
2023-01-15,576569345670484225,Skirt,2,4.6,Next Day Air,Yes,Yes
2023-01-15,14-11051-05547,Blouse,1,4.3,Express,Yes,Yes
2023-01-15,20-11046-03766,Blouse,2,3.3,Standard,Yes,Yes
2023-01-15,3180774916,Shirt,5,3.5,2-Day Shipping,Yes,Yes
2023-01-16,22-11020-43991,Dress,3,3.4,Free Shipping,Yes,Yes
2023-01-16,20-11030-59273,Dress,5,2.8,Free Shipping,Yes,Yes
2023-01-16,14-11041-59642,Dress,4,4.6,Store Pickup,Yes,Yes
2023-01-16,15-11049-22759,Blouse,4,3.6,Express,Yes,Yes
2023-01-16,23-11047-82847,Blouse,3,3.3,Store Pickup,Yes,Yes
2023-01-16,04-11061-88802,Blouse,5,3.1,2-Day Shipping,Yes,Yes
2023-01-16,12-11052-92480,Blouse,5,3.5,Express,Yes,Yes
2023-01-16,21-11047-70469,Blouse,5,3.2,Express,Yes,Yes
2023-01-16,18-11050-40923,Blouse,1,3,Express,Yes,Yes
2023-01-16,01-11059-88980,Blouse,3,4.8,Express,Yes,Yes
2023-01-16,27-11045-76812,Blouse,4,5,Store Pickup,Yes,Yes
2023-01-16,09-11050-06496,Blouse,4,2.9,Free Shipping,Yes,Yes
2023-01-16,08-11059-69905,Blouse,4,3.2,Express,Yes,Yes
2023-01-16,3173753391,Shirt,5,2.9,Store Pickup,Yes,Yes
2023-01-16,01-11056-02326,Blouse,1,3.3,Free Shipping,Yes,Yes
2023-01-16,11-11046-53636,Blouse,2,2.6,Next Day Air,Yes,Yes
2023-01-16,14-11051-75704,Blouse,2,3.5,Standard,Yes,Yes
2023-01-16,09-11057-59024,Blouse,2,4.4,Standard,Yes,Yes
2023-01-16,18-11051-32147,Blouse,3,3.4,Next Day Air,Yes,Yes
2023-01-16,11-11053-74341,Blouse,2,4.2,Store Pickup,Yes,Yes
2023-01-16,14-11049-12141,Dress,4,3.6,Store Pickup,Yes,Yes
2023-01-16,01-11055-19814,Blouse,2,3,Next Day Air,Yes,Yes
2023-01-16,27-11036-97618,Blouse,2,4,Free Shipping,Yes,Yes
2023-01-16,11-11057-86376,Blouse,4,4.4,Express,Yes,Yes
2023-01-16,26-11036-41382,Blouse,1,4.1,Standard,Yes,Yes
2023-01-16,3176393596-resend,Shirt,4,3.6,Free Shipping,Yes,Yes
2023-01-16,23-11042-67468,Blouse,5,4.6,Next Day Air,Yes,Yes
2023-01-16,20-11023-48735,Dress,2,3.2,2-Day Shipping,Yes,Yes
2023-01-16,07-11039-01778,Dress,1,4.8,Free Shipping,Yes,Yes
2023-01-16,05-11056-46261,Blouse,1,4.8,Express,Yes,Yes
2023-01-16,17-11048-55303,Blouse,1,5,2-Day Shipping,Yes,Yes
2023-01-16,17-11051-51185,Blouse,4,3.7,Store Pickup,Yes,Yes
2023-01-16,113-3576292-9483464,Skirt,3,4.6,Next Day Air,Yes,Yes
2023-01-16,08-11051-03572,Blouse,4,3.7,Free Shipping,Yes,Yes
2023-01-16,3182858204,Skirt,2,4.1,Free Shipping,Yes,Yes
2023-01-16,3173737525,Shirt,1,2.7,Store Pickup,Yes,Yes
2023-01-16,3182362774,Shirt,3,4.9,Store Pickup,Yes,Yes
2023-01-16,3173910829,Shirt,2,4,Store Pickup,Yes,Yes
2023-01-16,12-11034-94244,Dress,3,4.7,Free Shipping,Yes,Yes
2023-01-17,3173693573,Shirt,2,2.8,Next Day Air,Yes,Yes
2023-01-17,3174904257,Shirt,1,4.9,2-Day Shipping,Yes,Yes
2023-01-17,16-11057-93458,Blouse,3,4.2,Express,Yes,Yes
2023-01-17,3183259204,Shirt,4,3,Standard,Yes,Yes
2023-01-17,27-11042-82067,Blouse,4,3.4,2-Day Shipping,Yes,Yes
2023-01-17,15-11057-16109,Blouse,1,4.6,Standard,Yes,Yes
2023-01-17,3174210323,Shirt,1,4.2,Store Pickup,Yes,Yes
2023-01-17,15-11056-70569,Blouse,2,3.2,Free Shipping,Yes,Yes
2023-01-17,16-11054-89940,Blouse,2,4.4,Store Pickup,Yes,Yes
2023-01-17,11-11059-27269,Blouse,2,2.5,Next Day Air,Yes,Yes
2023-01-17,17-11057-17114,Blouse,4,3.6,Next Day Air,Yes,Yes
2023-01-17,04-11065-32752,Blouse,4,4.5,Store Pickup,Yes,Yes
2023-01-17,07-11063-64528,Blouse,1,3.4,Standard,Yes,Yes
2023-01-17,3183239624,Shirt,5,3.2,2-Day Shipping,Yes,Yes
2023-01-17,25-11051-69521,Blouse,3,4.2,Standard,Yes,Yes
2023-01-17,25-11048-20834,Blouse,3,5,2-Day Shipping,Yes,Yes
2023-01-17,16-11055-95039,Blouse,4,4.7,Store Pickup,Yes,Yes
2023-01-17,09-11059-20681,Blouse,4,4.2,Next Day Air,Yes,Yes
2023-01-18,23-11055-97950,Blouse,4,3.4,2-Day Shipping,Yes,Yes
2023-01-18,19-11060-43503,Blouse,5,4.4,Store Pickup,Yes,Yes
2023-01-18,14-11063-02800,Blouse,4,4.2,Standard,Yes,Yes
2023-01-18,06-11067-51590,Blouse,4,4.5,Standard,Yes,Yes
2023-01-18,01-11070-00388,Blouse,1,2.8,Next Day Air,Yes,Yes
2023-01-18,06-11068-48330,Blouse,2,3.3,Next Day Air,Yes,Yes
2023-01-18,24-11064-45665,Dress,2,4.6,Next Day Air,Yes,Yes
2023-01-18,25-11040-93906,Blouse,5,2.5,Free Shipping,Yes,Yes
2023-01-18,3175838559,Shirt,2,4.7,Store Pickup,Yes,Yes
2023-01-18,3175877385,Shirt,1,4.6,Express,Yes,Yes
2023-01-18,3175885899,Shirt,4,2.6,Standard,Yes,Yes
2023-01-18,01-11071-09552,Blouse,3,4,Standard,Yes,Yes
2023-01-18,07-11067-69889,Blouse,3,2.6,Next Day Air,Yes,Yes
2023-01-18,3176208031,Skirt,3,4.6,Free Shipping,Yes,Yes
2023-01-18,14-11060-33638,Blouse,3,2.6,Standard,Yes,Yes
2023-01-18,19-11060-38862,Blouse,5,4,Express,Yes,Yes
2023-01-18,04-11066-96995,Blouse,4,4.6,Store Pickup,Yes,Yes
2023-01-18,22-11054-63857,Blouse,4,3.7,2-Day Shipping,Yes,Yes
2023-01-18,18-11057-85446,Blouse,5,4.4,Store Pickup,Yes,Yes
2023-01-18,3175968631,Shirt,4,4,Next Day Air,Yes,Yes
2023-01-18,20-11056-73424,Blouse,1,4.7,Standard,Yes,Yes
2023-01-18,14-11062-56287,Blouse,4,3.4,Express,Yes,Yes
2023-01-18,16-11060-05975,Blouse,4,4,Next Day Air,Yes,Yes
2023-01-19,12-11056-10227,Dress,5,3.9,Standard,Yes,Yes
2023-01-19,10-11062-23695,Dress,2,4.1,Express,Yes,Yes
2023-01-19,114-0434189-3869833,Skirt,2,3.7,2-Day Shipping,Yes,Yes
2023-01-19,3183148006,Skirt,2,4.7,Standard,Yes,Yes
2023-01-19,25-11060-80398,Dress,2,4.3,2-Day Shipping,Yes,Yes
2023-01-19,14-11058-77763,Dress,3,4.1,Store Pickup,Yes,Yes
2023-01-19,3184495734,Shirt,2,3.9,Next Day Air,Yes,Yes
2023-01-19,3184614766,Shirt,1,2.9,Express,Yes,Yes
2023-01-19,08-11069-63070,Dress,1,3.9,Standard,Yes,Yes
2023-01-19,14-11061-00929,Dress,1,4.3,2-Day Shipping,Yes,Yes
2023-01-19,01-11076-36047,Dress,5,2.8,Store Pickup,Yes,Yes
2023-01-19,16-11058-30033,Dress,5,3.4,2-Day Shipping,Yes,Yes
2023-01-20,11-11069-66064,Blouse,1,2.7,Express,Yes,Yes
2023-01-20,26-11062-12171,Blouse,1,4,2-Day Shipping,Yes,Yes
2023-01-20,16-1103-54630,Blouse,2,4.4,Store Pickup,Yes,Yes
2023-01-20,22-11054-96145,Blouse,1,3.9,2-Day Shipping,Yes,Yes
2023-01-20,3184585270,Skirt,1,2.8,2-Day Shipping,Yes,Yes
2023-01-20,23-11058-27611,Blouse,2,3.2,Next Day Air,Yes,Yes
2023-01-20,01-11076-00035,Blouse,5,4.3,Next Day Air,Yes,Yes
2023-01-20,23-11058-27610,Blouse,3,4.2,Express,Yes,Yes
2023-01-20,23-11058-27609,Blouse,3,4.9,Standard,Yes,Yes
2023-01-20,25-11060-29518,Blouse,3,3.7,Express,Yes,Yes
2023-01-20,15-11063-24780,Blouse,1,4.1,Store Pickup,Yes,Yes
2023-01-20,16-11056-63022,Blouse,5,4.2,Store Pickup,Yes,Yes
2023-01-20,15-11062-41631,Blouse,4,3.9,Next Day Air,Yes,Yes
2023-01-20,13-11067-85474,Blouse,4,2.9,Next Day Air,Yes,Yes
2023-01-20,16-11061-42846,Blouse,2,3.1,Free Shipping,Yes,Yes
2023-01-20,23-11059-93487,Blouse,3,3.6,2-Day Shipping,Yes,Yes
2023-01-20,23-11058-27608,Blouse,4,4.4,2-Day Shipping,Yes,Yes
2023-01-20,15-11069-90571,Blouse,2,3.1,Free Shipping,Yes,Yes
2023-01-20,14-11064-13439,Blouse,2,3.9,Standard,Yes,Yes
2023-01-20,01-11077-27491,Blouse,2,4.3,Free Shipping,Yes,Yes
2023-01-20,13-11068-37076,Blouse,3,4.9,Store Pickup,Yes,Yes
2023-01-20,03-11072-28685,Blouse,3,3.6,2-Day Shipping,Yes,Yes
2023-01-20,24-11066-28181,Blouse,5,5,2-Day Shipping,Yes,Yes
2023-01-20,06-11071-67295,Blouse,3,4.1,Store Pickup,Yes,Yes
2023-01-20,01-11077-74552,Blouse,2,2.8,Express,Yes,Yes
2023-01-20,17-11063-85696,Blouse,1,4.7,Express,Yes,Yes
2023-01-20,23-11060-46926,Blouse,2,4.4,Express,Yes,Yes
2023-01-20,11-11069-31521,Blouse,4,4.9,2-Day Shipping,Yes,Yes
2023-01-20,27-11062-54752,Blouse,1,3.1,Free Shipping,Yes,Yes
2023-01-20,09-11071-24857,Blouse,2,2.6,Standard,Yes,Yes
2023-01-22,02-11079-33785,Blouse,1,2.9,Express,Yes,Yes
2023-01-22,16-11066-60354,Blouse,5,3.3,Free Shipping,Yes,Yes
2023-01-22,26-11063-93044,Blouse,5,4.8,Next Day Air,Yes,Yes
2023-01-22,14-11072-50658,Blouse,4,4.7,Express,Yes,Yes
2023-01-22,10-11083-55621,Blouse,3,3.3,2-Day Shipping,Yes,Yes
2023-01-22,17-11070-73173,Blouse,5,4.2,Free Shipping,Yes,Yes
2023-01-22,3187448976,Shirt,4,4.7,Store Pickup,Yes,Yes
2023-01-22,17-11073-55461,Blouse,1,2.6,2-Day Shipping,Yes,Yes
2023-01-22,27-11070-43688,Blouse,3,2.9,2-Day Shipping,Yes,Yes
2023-01-22,3180194543,Shirt,2,2.7,Express,Yes,Yes
2023-01-22,22-11069-06122,Blouse,4,3.3,Store Pickup,Yes,Yes
2023-01-22,3184340120,Skirt,1,3.4,Express,Yes,Yes
2023-01-22,3187731700,Shirt,5,4.2,Express,Yes,Yes
2023-01-22,3178680141,Shirt,5,3.8,2-Day Shipping,Yes,Yes
2023-01-22,08-11077-69222,Blouse,2,4,Standard,Yes,Yes
2023-01-22,17-11075-68488,Blouse,3,2.7,Free Shipping,Yes,Yes
2023-01-22,3180258823,Shirt,3,4.7,Express,Yes,Yes
2023-01-22,3178701493,Shirt,5,3.5,Standard,Yes,Yes
2023-01-22,13-11074-68079,Blouse,4,3,2-Day Shipping,Yes,Yes
2023-01-22,04-11084-94065,Blouse,5,3.3,Free Shipping,Yes,Yes
2023-01-22,18-11069-90596,Blouse,3,4.7,Store Pickup,Yes,Yes
2023-01-22,24-11085-85249,Blouse,1,4.7,Express,Yes,Yes
2023-01-22,20-11066-75274,Blouse,2,4.8,Standard,Yes,Yes
2023-01-22,3178661051,Shirt,5,2.9,Standard,Yes,Yes
2023-01-22,17-11075-68489,Blouse,4,4,2-Day Shipping,Yes,Yes
2023-01-22,3177452455,Shirt,1,3.1,Free Shipping,Yes,Yes
2023-01-22,3185988346,Shirt,3,3.5,2-Day Shipping,Yes,Yes
2023-01-22,3178390717,Shirt,1,3.7,Next Day Air,Yes,Yes
2023-01-22,3186037550,Shirt,2,2.8,Standard,Yes,Yes
2023-01-22,3187096546,Shirt,1,4.6,Free Shipping,Yes,Yes
2023-01-22,3176643373,Shirt,4,3.8,Standard,Yes,Yes
2023-01-22,3185311788,Shirt,2,2.6,2-Day Shipping,Yes,Yes
2023-01-22,3177771615,Shirt,1,4.1,Standard,Yes,Yes
2023-01-22,3177714861,Shirt,3,3.3,Next Day Air,Yes,Yes
2023-01-22,3185659040,Shirt,4,3.4,Store Pickup,Yes,Yes
2023-01-22,05-11078-22161,Blouse,2,3,Standard,Yes,Yes
2023-01-22,05-11085-39602,Blouse,3,3.2,Express,Yes,Yes
2023-01-22,07-11075-46847,Blouse,2,4.5,Free Shipping,Yes,Yes
2023-01-22,07-11076-61007,Blouse,3,4.8,Express,Yes,Yes
2023-01-22,27-11061-72491,Blouse,1,3.7,Next Day Air,Yes,Yes
2023-01-22,09-11074-09983,Blouse,5,3.4,Store Pickup,Yes,Yes
2023-01-22,19-11073-71066,Blouse,5,4.6,Standard,Yes,Yes
